student_id,student_name,class,section,month,fee_due,fee_paid,days_delayed,defaulted,sibling_count,transport_opted,scholarship,parent_income_band
3bab04d2,Renee Khanna,2,D,2024-06,12125,12125,14,0,1,1,1,Low
3bab04d2,Nitya Garg,2,D,2024-07,6598,6598,2,0,1,1,1,Low
3bab04d2,Samar Saxena,2,D,2024-08,14216,14216,29,0,1,1,1,Low
3bab04d2,Darshit Amble,2,D,2024-09,8313,8313,1,0,1,1,1,Low
3bab04d2,Indranil Sha,2,D,2024-10,3916,2361,78,1,1,1,1,Low
3bab04d2,Kanav Sem,2,D,2024-11,3525,3525,26,0,1,1,1,Low
3bab04d2,Tara Wali,2,D,2024-12,8168,8168,3,0,1,1,1,Low
716b6790,Yuvaan Bandi,7,C,2022-01,6483,6483,0,0,1,1,0,Low
716b6790,Eshani Salvi,7,C,2022-02,13738,9955,45,1,1,1,0,Low
716b6790,Gokul Das,7,C,2022-03,13532,9560,33,1,1,1,0,Low
716b6790,Ivan Talwar,7,C,2022-04,7339,4130,35,1,1,1,0,Low
716b6790,Bhamini Das,7,C,2022-05,12197,9056,39,1,1,1,0,Low
716b6790,Priyansh Chatterjee,7,C,2022-06,12577,12577,2,0,1,1,0,Low
716b6790,Aarush Sood,7,C,2022-07,10019,10019,11,0,1,1,0,Low
716b6790,Inaaya  Toor,7,C,2022-08,12560,12560,3,0,1,1,0,Low
716b6790,Kavya Hayer,7,C,2022-09,9543,6326,53,1,1,1,0,Low
716b6790,Neelofar Savant,7,C,2022-10,5266,5266,26,0,1,1,0,Low
716b6790,Bhamini Deep,7,C,2022-11,11348,11348,10,0,1,1,0,Low
716b6790,Bhamini Varty,7,C,2022-12,11085,11085,1,0,1,1,0,Low
716b6790,Lakshay Suresh,7,C,2023-01,4489,4489,10,0,1,1,0,Low
716b6790,Emir Basak,7,C,2023-02,3771,3771,10,0,1,1,0,Low
716b6790,Jayesh Keer,7,C,2023-03,4796,2727,35,1,1,1,0,Low
716b6790,Raghav Soni,7,C,2023-04,5621,5621,27,0,1,1,0,Low
716b6790,Yuvraj  Sama,7,C,2023-05,14149,9762,58,1,1,1,0,Low
716b6790,Divij Swaminathan,7,C,2023-06,4040,4040,17,0,1,1,0,Low
716b6790,Damini Dyal,7,C,2023-07,9304,9304,3,0,1,1,0,Low
716b6790,Elakshi Dalal,7,C,2023-08,9252,7106,33,1,1,1,0,Low
716b6790,Divit Bhasin,7,C,2023-09,10668,7874,38,1,1,1,0,Low
716b6790,Lakshit Ramachandran,7,C,2023-10,12064,12064,22,0,1,1,0,Low
716b6790,Bhamini Ganguly,7,C,2023-11,3188,2569,39,1,1,1,0,Low
716b6790,Eva Ramachandran,7,C,2023-12,4876,4876,18,0,1,1,0,Low
716b6790,Anya Balakrishnan,7,C,2024-01,14169,14169,19,0,1,1,0,Low
716b6790,Mannat Mallick,7,C,2024-02,11797,11797,15,0,1,1,0,Low
716b6790,Purab Sarna,7,C,2024-03,7371,7371,0,0,1,1,0,Low
716b6790,Hridaan Zachariah,7,C,2024-04,13501,13501,3,0,1,1,0,Low
716b6790,Nitya Gara,7,C,2024-05,8573,8573,0,0,1,1,0,Low
716b6790,Kabir Chakraborty,7,C,2024-06,4827,4827,27,0,1,1,0,Low
716b6790,Aarush Butala,7,C,2024-07,7808,7808,10,0,1,1,0,Low
716b6790,Lavanya Bhargava,7,C,2024-08,10123,10123,19,0,1,1,0,Low
716b6790,Kaira Tak,7,C,2024-09,5591,3937,64,1,1,1,0,Low
716b6790,Sara Dugar,7,C,2024-10,14830,14830,7,0,1,1,0,Low
716b6790,Aayush Goswami,7,C,2024-11,14791,14791,14,0,1,1,0,Low
716b6790,Miraan Saha,7,C,2024-12,7315,6856,38,1,1,1,0,Low
8679ce1d,Priyansh Kant,3,E,2022-01,13468,13468,3,0,2,1,0,High
8679ce1d,Elakshi Kaul,3,E,2022-02,11317,11317,0,0,2,1,0,High
8679ce1d,Hansh Chaudhuri,3,E,2022-03,12977,12977,4,0,2,1,0,High
8679ce1d,Seher Chokshi,3,E,2022-04,6258,6258,2,0,2,1,0,High
8679ce1d,Ahana  Brahmbhatt,3,E,2022-05,5504,3678,31,1,2,1,0,High
8679ce1d,Navya Sarraf,3,E,2022-06,5646,5646,19,0,2,1,0,High
8679ce1d,Mamooty Singh,3,E,2022-07,11837,11837,12,0,2,1,0,High
8679ce1d,Piya Shroff,3,E,2022-08,11689,11689,24,0,2,1,0,High
8679ce1d,Anika Lad,3,E,2022-09,3009,3009,19,0,2,1,0,High
8679ce1d,Advika Yadav,3,E,2022-10,12813,12813,2,0,2,1,0,High
8679ce1d,Pari Kara,3,E,2022-11,8310,8310,26,0,2,1,0,High
8679ce1d,Ritvik Kala,3,E,2022-12,11005,11005,9,0,2,1,0,High
8679ce1d,Anahita Borah,3,E,2023-01,3319,3319,19,0,2,1,0,High
8679ce1d,Vaibhav Taneja,3,E,2023-02,4832,4832,27,0,2,1,0,High
8679ce1d,Alisha Sheth,3,E,2023-03,8947,8947,4,0,2,1,0,High
8679ce1d,Samaira Deep,3,E,2023-04,8038,8038,1,0,2,1,0,High
8679ce1d,Lavanya Ravi,3,E,2023-05,6923,6923,3,0,2,1,0,High
8679ce1d,Lakshay Vala,3,E,2023-06,3949,3949,6,0,2,1,0,High
8679ce1d,Manikya Hari,3,E,2023-07,6946,6946,20,0,2,1,0,High
8679ce1d,Jayesh Sodhi,3,E,2023-08,12295,12295,23,0,2,1,0,High
8679ce1d,Armaan Ramanathan,3,E,2023-09,4290,4290,0,0,2,1,0,High
8679ce1d,Nitya Koshy,3,E,2023-10,4403,4403,8,0,2,1,0,High
8679ce1d,Priyansh Barad,3,E,2023-11,14991,14991,6,0,2,1,0,High
8679ce1d,Hazel Sur,3,E,2023-12,10962,10962,3,0,2,1,0,High
8679ce1d,Bhavin Vyas,3,E,2024-01,4133,4133,1,0,2,1,0,High
8679ce1d,Vivaan Sankar,3,E,2024-02,11727,11727,4,0,2,1,0,High
8679ce1d,Anaya Vora,3,E,2024-03,5060,2822,34,1,2,1,0,High
8679ce1d,Mahika Mangat,3,E,2024-04,10787,10787,4,0,2,1,0,High
8679ce1d,Nehmat Bora,3,E,2024-05,12007,12007,8,0,2,1,0,High
8679ce1d,Lakshit Lad,3,E,2024-06,5705,5705,14,0,2,1,0,High
8679ce1d,Mishti Hari,3,E,2024-07,7342,7342,5,0,2,1,0,High
8679ce1d,Mahika Sarin,3,E,2024-08,11645,10394,42,1,2,1,0,High
8679ce1d,Nitara Anand,3,E,2024-09,9932,9276,39,1,2,1,0,High
8679ce1d,Uthkarsh Dasgupta,3,E,2024-10,11835,11835,3,0,2,1,0,High
8679ce1d,Chirag Bhatt,3,E,2024-11,14959,14959,8,0,2,1,0,High
8679ce1d,Akarsh Dixit,3,E,2024-12,14302,14302,4,0,2,1,0,High
09510c10,Nishith Varkey,4,C,2022-01,10177,10177,6,0,1,1,0,Mid
09510c10,Oorja Verma,4,C,2022-02,11479,11479,0,0,1,1,0,Mid
09510c10,Tara Sem,4,C,2022-03,10397,10397,16,0,1,1,0,Mid
09510c10,Stuvan Dhar,4,C,2022-04,4982,4982,12,0,1,1,0,Mid
09510c10,Shanaya Sachar,4,C,2022-05,7061,7061,0,0,1,1,0,Mid
09510c10,Manikya Kakar,4,C,2022-06,6681,6681,5,0,1,1,0,Mid
09510c10,Lagan Grover,4,C,2022-07,4049,2640,42,1,1,1,0,Mid
09510c10,Nakul Upadhyay,4,C,2022-08,12638,12638,4,0,1,1,0,Mid
09510c10,Sara Krish,4,C,2022-09,12075,12075,2,0,1,1,0,Mid
09510c10,Rania Mani,4,C,2022-10,6770,6770,12,0,1,1,0,Mid
09510c10,Hazel Raj,4,C,2022-11,12641,7573,76,1,1,1,0,Mid
09510c10,Eshani Hans,4,C,2022-12,4163,4163,4,0,1,1,0,Mid
09510c10,Tiya Malhotra,4,C,2023-01,14597,14597,20,0,1,1,0,Mid
09510c10,Jayesh Iyengar,4,C,2023-02,13339,13339,25,0,1,1,0,Mid
09510c10,Manikya Barman,4,C,2023-03,3964,3964,4,0,1,1,0,Mid
09510c10,Yashvi Malhotra,4,C,2023-04,6750,6750,23,0,1,1,0,Mid
09510c10,Mishti Kamdar,4,C,2023-05,4104,4104,8,0,1,1,0,Mid
09510c10,Eshani Gaba,4,C,2023-06,3514,3514,18,0,1,1,0,Mid
09510c10,Kavya Din,4,C,2023-07,8413,8413,18,0,1,1,0,Mid
09510c10,Priyansh Das,4,C,2023-08,4160,4160,13,0,1,1,0,Mid
09510c10,Parinaaz Brar,4,C,2023-09,11423,11423,1,0,1,1,0,Mid
09510c10,Shayak Khatri,4,C,2023-10,6899,4314,32,1,1,1,0,Mid
09510c10,Urvi Johal,4,C,2023-11,10953,10953,6,0,1,1,0,Mid
09510c10,Taran Borde,4,C,2023-12,6510,6510,3,0,1,1,0,Mid
09510c10,Sumer Rama,4,C,2024-01,11834,11834,0,0,1,1,0,Mid
09510c10,Ranbir Zachariah,4,C,2024-02,5167,5167,16,0,1,1,0,Mid
09510c10,Pari Biswas,4,C,2024-03,14851,14851,20,0,1,1,0,Mid
09510c10,Misha Bhargava,4,C,2024-04,12355,12355,0,0,1,1,0,Mid
09510c10,Aniruddh Gaba,4,C,2024-05,12440,12440,12,0,1,1,0,Mid
09510c10,Saira Zachariah,4,C,2024-06,10744,10744,4,0,1,1,0,Mid
09510c10,Trisha Kannan,4,C,2024-07,6981,6981,18,0,1,1,0,Mid
09510c10,Zeeshan Kara,4,C,2024-08,10749,10749,3,0,1,1,0,Mid
09510c10,Trisha Singh,4,C,2024-09,9669,9669,21,0,1,1,0,Mid
09510c10,Dhanuk Dhar,4,C,2024-10,6119,6119,8,0,1,1,0,Mid
09510c10,Advika Kala,4,C,2024-11,4545,2470,49,1,1,1,0,Mid
09510c10,Hansh Kunda,4,C,2024-12,10062,10062,2,0,1,1,0,Mid
5aadb8f4,Adira Dutt,6,D,2022-01,14032,14032,8,0,2,0,0,Mid
5aadb8f4,Divij Atwal,6,D,2022-02,13706,13706,2,0,2,0,0,Mid
5aadb8f4,Alia Chowdhury,6,D,2022-03,13587,7395,54,1,2,0,0,Mid
5aadb8f4,Hansh Buch,6,D,2022-04,9596,7942,44,1,2,0,0,Mid
5aadb8f4,Bhamini Dey,6,D,2022-05,4790,4790,6,0,2,0,0,Mid
5aadb8f4,Purab Goel,6,D,2022-06,7073,7073,22,0,2,0,0,Mid
5aadb8f4,Manikya Singhal,6,D,2022-07,6139,3594,35,1,2,0,0,Mid
5aadb8f4,Krish Dewan,6,D,2022-08,10350,10350,17,0,2,0,0,Mid
5aadb8f4,Shayak Deep,6,D,2022-09,5296,5296,15,0,2,0,0,Mid
5aadb8f4,Raghav Sagar,6,D,2022-10,9912,9912,5,0,2,0,0,Mid
5aadb8f4,Ivana Chanda,6,D,2022-11,6006,6006,2,0,2,0,0,Mid
5aadb8f4,Rasha Jaggi,6,D,2022-12,7563,5355,47,1,2,0,0,Mid
5aadb8f4,Adah Warrior,6,D,2023-01,4235,2961,48,1,2,0,0,Mid
5aadb8f4,Vritika Singh,6,D,2023-02,12016,12016,21,0,2,0,0,Mid
5aadb8f4,Ahana  Khatri,6,D,2023-03,4604,4604,8,0,2,0,0,Mid
5aadb8f4,Samiha Kanda,6,D,2023-04,3828,3828,9,0,2,0,0,Mid
5aadb8f4,Drishya Mannan,6,D,2023-05,13684,13684,27,0,2,0,0,Mid
5aadb8f4,Sara Kumar,6,D,2023-06,11856,10388,47,1,2,0,0,Mid
5aadb8f4,Abram Sastry,6,D,2023-07,4528,4151,45,1,2,0,0,Mid
5aadb8f4,Jhanvi Subramanian,6,D,2023-08,6872,3950,31,1,2,0,0,Mid
5aadb8f4,Zoya Kakar,6,D,2023-09,10956,10956,21,0,2,0,0,Mid
5aadb8f4,Rasha Lala,6,D,2023-10,10886,10886,1,0,2,0,0,Mid
5aadb8f4,Zaina Kakar,6,D,2023-11,6502,6502,3,0,2,0,0,Mid
5aadb8f4,Oorja Bains,6,D,2023-12,9570,8671,48,1,2,0,0,Mid
5aadb8f4,Vidur Trivedi,6,D,2024-01,5697,5697,19,0,2,0,0,Mid
5aadb8f4,Indrans Ramakrishnan,6,D,2024-02,9209,9209,0,0,2,0,0,Mid
5aadb8f4,Baiju Vaidya,6,D,2024-03,3035,3035,2,0,2,0,0,Mid
5aadb8f4,Onkar Chana,6,D,2024-04,9396,9396,22,0,2,0,0,Mid
5aadb8f4,Ayesha Chand,6,D,2024-05,7345,7345,0,0,2,0,0,Mid
5aadb8f4,Samar Bassi,6,D,2024-06,10454,10454,3,0,2,0,0,Mid
5aadb8f4,Pranay Devi,6,D,2024-07,7673,7673,16,0,2,0,0,Mid
5aadb8f4,Chirag Kalla,6,D,2024-08,9930,9930,24,0,2,0,0,Mid
5aadb8f4,Divij Chowdhury,6,D,2024-09,14412,14412,22,0,2,0,0,Mid
5aadb8f4,Anaya Sankaran,6,D,2024-10,14968,14968,5,0,2,0,0,Mid
5aadb8f4,Samiha Chatterjee,6,D,2024-11,12105,12105,26,0,2,0,0,Mid
5aadb8f4,Nakul Doctor,6,D,2024-12,13844,13844,5,0,2,0,0,Mid
6ae60984,Zoya Seshadri,12,D,2022-01,8138,8138,9,0,3,0,1,Low
6ae60984,Yuvaan Kalla,12,D,2022-02,3936,2056,32,1,3,0,1,Low
6ae60984,Rohan Atwal,12,D,2022-03,10811,10811,25,0,3,0,1,Low
6ae60984,Sahil Batra,12,D,2022-04,11238,10268,45,1,3,0,1,Low
6ae60984,Parinaaz Gandhi,12,D,2022-05,11701,11701,25,0,3,0,1,Low
6ae60984,Zara Lad,12,D,2022-06,5579,5579,20,0,3,0,1,Low
6ae60984,Jayesh Gour,12,D,2022-07,3931,3931,2,0,3,0,1,Low
6ae60984,Reyansh Manda,12,D,2022-08,11320,11320,11,0,3,0,1,Low
6ae60984,Dhruv Chaudhary,12,D,2022-09,4312,4312,7,0,3,0,1,Low
6ae60984,Lakshit Wadhwa,12,D,2022-10,6044,6044,6,0,3,0,1,Low
6ae60984,Drishya Yogi,12,D,2022-11,4122,3164,86,1,3,0,1,Low
6ae60984,Trisha Seshadri,12,D,2022-12,14062,14062,11,0,3,0,1,Low
6ae60984,Kabir Mann,12,D,2023-01,6853,4671,53,1,3,0,1,Low
6ae60984,Ela Bala,12,D,2023-02,12333,12333,23,0,3,0,1,Low
6ae60984,Armaan Sha,12,D,2023-03,7033,5348,38,1,3,0,1,Low
6ae60984,Mohanlal Saini,12,D,2023-04,3651,3651,16,0,3,0,1,Low
6ae60984,Anaya Badami,12,D,2023-05,13147,13147,20,0,3,0,1,Low
6ae60984,Prisha Handa,12,D,2023-06,4343,4343,16,0,3,0,1,Low
6ae60984,Purab Rajagopalan,12,D,2023-07,9868,9868,5,0,3,0,1,Low
6ae60984,Aarush Krishna,12,D,2023-08,13770,10501,30,0,3,0,1,Low
6ae60984,Pari Balakrishnan,12,D,2023-09,11565,11565,7,0,3,0,1,Low
6ae60984,Veer Rastogi,12,D,2023-10,8183,8183,0,0,3,0,1,Low
6ae60984,Samar Deshpande,12,D,2023-11,7272,7272,24,0,3,0,1,Low
6ae60984,Suhana Kibe,12,D,2023-12,6346,6346,4,0,3,0,1,Low
6ae60984,Kaira Dass,12,D,2024-01,13972,11488,67,1,3,0,1,Low
6ae60984,Taran Buch,12,D,2024-02,6910,4280,73,1,3,0,1,Low
6ae60984,Rhea Babu,12,D,2024-03,5144,4126,59,1,3,0,1,Low
6ae60984,Sana Sha,12,D,2024-04,7915,7915,11,0,3,0,1,Low
6ae60984,Abram Gara,12,D,2024-05,10491,10491,0,0,3,0,1,Low
6ae60984,Tarini Chanda,12,D,2024-06,8180,7509,63,1,3,0,1,Low
6ae60984,Nitya Khanna,12,D,2024-07,4188,4188,13,0,3,0,1,Low
6ae60984,Kaira Dave,12,D,2024-08,3152,2226,81,1,3,0,1,Low
6ae60984,Saksham Sekhon,12,D,2024-09,12224,11591,79,1,3,0,1,Low
6ae60984,Indrans Chander,12,D,2024-10,4200,3116,46,1,3,0,1,Low
6ae60984,Hunar Uppal,12,D,2024-11,11288,11288,8,0,3,0,1,Low
6ae60984,Lavanya Keer,12,D,2024-12,7345,7345,11,0,3,0,1,Low
bf52cf69,Adira Sibal,3,C,2022-01,7669,7669,22,0,2,1,0,High
bf52cf69,Aaina Swamy,3,C,2022-02,5584,5584,4,0,2,1,0,High
bf52cf69,Suhana Goda,3,C,2022-03,10179,10179,2,0,2,1,0,High
bf52cf69,Anaya Borde,3,C,2022-04,11900,11900,9,0,2,1,0,High
bf52cf69,Drishya Kale,3,C,2022-05,14526,9240,33,1,2,1,0,High
bf52cf69,Rhea Lata,3,C,2022-06,13714,13714,14,0,2,1,0,High
bf52cf69,Kashvi Dave,3,C,2022-07,11666,11666,10,0,2,1,0,High
bf52cf69,Hrishita Rattan,3,C,2022-08,3128,3128,1,0,2,1,0,High
bf52cf69,Sumer Sandhu,3,C,2022-09,13942,13942,11,0,2,1,0,High
bf52cf69,Keya Chadha,3,C,2022-10,12086,7671,55,1,2,1,0,High
bf52cf69,Indrans Bhatia,3,C,2022-11,13868,13868,1,0,2,1,0,High
bf52cf69,Dhanush Verma,3,C,2022-12,4697,4697,8,0,2,1,0,High
bf52cf69,Vaibhav Tiwari,3,C,2023-01,5200,5200,25,0,2,1,0,High
bf52cf69,Aarush Gaba,3,C,2023-02,7333,7333,16,0,2,1,0,High
bf52cf69,Reyansh Brahmbhatt,3,C,2023-03,4891,4891,14,0,2,1,0,High
bf52cf69,Lakshit Mangat,3,C,2023-04,4753,4753,14,0,2,1,0,High
bf52cf69,Kartik Saini,3,C,2023-05,12064,12064,5,0,2,1,0,High
bf52cf69,Amira Wali,3,C,2023-06,5546,5546,4,0,2,1,0,High
bf52cf69,Ishita Krishnan,3,C,2023-07,7462,7462,19,0,2,1,0,High
bf52cf69,Arnav Sidhu,3,C,2023-08,7616,7616,19,0,2,1,0,High
bf52cf69,Tarini Anne,3,C,2023-09,12909,12909,24,0,2,1,0,High
bf52cf69,Nirvi Jaggi,3,C,2023-10,6450,6450,29,0,2,1,0,High
bf52cf69,Raghav Banik,3,C,2023-11,14757,14757,8,0,2,1,0,High
bf52cf69,Saira Dugar,3,C,2023-12,8617,8617,8,0,2,1,0,High
bf52cf69,Anay Bandi,3,C,2024-01,6335,6335,19,0,2,1,0,High
bf52cf69,Mannat Suri,3,C,2024-02,14263,14263,12,0,2,1,0,High
bf52cf69,Tushar Grover,3,C,2024-03,13391,13391,14,0,2,1,0,High
bf52cf69,Ahana  Bhakta,3,C,2024-04,7325,7325,19,0,2,1,0,High
bf52cf69,Uthkarsh Sastry,3,C,2024-05,11280,11280,26,0,2,1,0,High
bf52cf69,Taran Upadhyay,3,C,2024-06,11004,11004,4,0,2,1,0,High
bf52cf69,Rasha Khanna,3,C,2024-07,7114,7114,5,0,2,1,0,High
bf52cf69,Urvi Kapur,3,C,2024-08,3832,3832,1,0,2,1,0,High
bf52cf69,Alia Datta,3,C,2024-09,4512,4512,10,0,2,1,0,High
bf52cf69,Adira Char,3,C,2024-10,13392,13392,0,0,2,1,0,High
bf52cf69,Kismat Karan,3,C,2024-11,9939,9939,7,0,2,1,0,High
bf52cf69,Tiya Khare,3,C,2024-12,7533,7533,9,0,2,1,0,High
75950c90,Himmat Chaudhari,1,A,2022-01,5647,5647,5,0,0,1,0,Mid
75950c90,Drishya Sood,1,A,2022-02,10239,10239,13,0,0,1,0,Mid
75950c90,Riya Sha,1,A,2022-03,12038,12038,0,0,0,1,0,Mid
75950c90,Mamooty Mammen,1,A,2022-04,14561,14561,0,0,0,1,0,Mid
75950c90,Ritvik Golla,1,A,2022-05,10007,10007,25,0,0,1,0,Mid
75950c90,Hunar Chaudhuri,1,A,2022-06,12189,12189,6,0,0,1,0,Mid
75950c90,Yuvraj  Talwar,1,A,2022-07,3158,3158,2,0,0,1,0,Mid
75950c90,Diya Baria,1,A,2022-08,4832,4832,11,0,0,1,0,Mid
75950c90,Madhup Wagle,1,A,2022-09,4232,4232,22,0,0,1,0,Mid
75950c90,Ishita Bedi,1,A,2022-10,14321,14321,3,0,0,1,0,Mid
75950c90,Misha Roy,1,A,2022-11,5442,5442,14,0,0,1,0,Mid
75950c90,Zoya Doshi,1,A,2022-12,11938,11938,1,0,0,1,0,Mid
75950c90,Kanav Dave,1,A,2023-01,3590,3590,0,0,0,1,0,Mid
75950c90,Kimaya Ganesh,1,A,2023-02,9049,9049,11,0,0,1,0,Mid
75950c90,Mannat Rana,1,A,2023-03,12543,12543,11,0,0,1,0,Mid
75950c90,Shalv Kala,1,A,2023-04,12052,12052,15,0,0,1,0,Mid
75950c90,Advika Thakkar,1,A,2023-05,5426,5426,19,0,0,1,0,Mid
75950c90,Stuvan Sengupta,1,A,2023-06,10041,5596,55,1,0,1,0,Mid
75950c90,Anvi Dugal,1,A,2023-07,8050,8050,10,0,0,1,0,Mid
75950c90,Nirvaan Thakur,1,A,2023-08,8974,8974,5,0,0,1,0,Mid
75950c90,Diya Raju,1,A,2023-09,3653,3653,23,0,0,1,0,Mid
75950c90,Krish Batra,1,A,2023-10,8862,8862,4,0,0,1,0,Mid
75950c90,Zaina Vaidya,1,A,2023-11,6441,6441,8,0,0,1,0,Mid
75950c90,Vardaniya Chokshi,1,A,2023-12,14174,14174,1,0,0,1,0,Mid
75950c90,Siya Karpe,1,A,2024-01,7088,7088,0,0,0,1,0,Mid
75950c90,Jivin Thaker,1,A,2024-02,13927,7607,49,1,0,1,0,Mid
75950c90,Rania Deshmukh,1,A,2024-03,12173,12173,27,0,0,1,0,Mid
75950c90,Priyansh Kaur,1,A,2024-04,9658,9658,17,0,0,1,0,Mid
75950c90,Divyansh Lall,1,A,2024-05,13168,13168,7,0,0,1,0,Mid
75950c90,Riya Barad,1,A,2024-06,5532,5532,2,0,0,1,0,Mid
