student_id,student_name,class,section,month,fee_due,fee_paid,days_delayed,default_prob,predicted_delay_days,risk_score
01c26116,Hazel Bobal,4,A,2024-07,5274,5274,6,8.2272636e-05,5.5686216,0.9
01c26116,Gatik Sehgal,4,A,2024-08,7405,7405,16,8.2272636e-05,10.650488,1.7
01c26116,Shray Dar,4,A,2024-09,7933,7933,6,8.2272636e-05,9.455566,1.5
01c26116,Divij Varkey,4,A,2024-10,7397,7397,6,8.2272636e-05,9.455566,1.5
01c26116,Keya Dhawan,4,A,2024-11,11079,11079,24,8.2272636e-05,11.226272,1.8
01c26116,Mehul Seshadri,4,A,2024-12,5390,5390,0,8.2272636e-05,10.0635395,1.6
0253a611,Siya Srinivasan,10,B,2022-01,5468,5468,5,8.2272636e-05,4.987684,0.8
0253a611,Veer Agate,10,B,2022-02,9738,9738,11,8.2272636e-05,8.183005,1.3
0253a611,Alisha Sami,10,B,2022-03,8185,8185,11,8.2272636e-05,8.362565,1.3
0253a611,Ishaan Dyal,10,B,2022-04,10677,10677,8,8.2272636e-05,10.731019,1.7
0253a611,Keya Sunder,10,B,2022-05,7025,6256,30,8.2272636e-05,29.012585,4.8
0253a611,Adah Rattan,10,B,2022-06,5139,5139,10,8.2272636e-05,10.124614,1.6
0253a611,Divij Ray,10,B,2022-07,10973,10973,16,8.2272636e-05,10.874687,1.7
0253a611,Keya Yadav,10,B,2022-08,8180,6336,40,0.99991775,42.947083,77.7
0253a611,Nehmat Vohra,10,B,2022-09,13032,9627,36,0.99991775,42.022552,77.6
0253a611,Zoya Seth,10,B,2022-10,13290,11883,39,0.99991775,40.259968,77.3
0253a611,Tarini Chawla,10,B,2022-11,14078,14078,5,8.2272636e-05,13.239112,2.1
0253a611,Armaan Sarma,10,B,2022-12,4590,4590,0,8.2272636e-05,11.19,1.8
0253a611,Yuvaan Tella,10,B,2023-01,4070,4070,5,8.2272636e-05,3.311213,0.5
0253a611,Tejas Jhaveri,10,B,2023-02,4404,4404,5,8.2272636e-05,3.311213,0.5
0253a611,Devansh Tiwari,10,B,2023-03,3351,1688,43,0.99991775,38.632935,77.0
0253a611,Sara Hayre,10,B,2023-04,3864,3864,18,8.2272636e-05,12.383542,2.0
0253a611,Kabir Kohli,10,B,2023-05,8431,8431,1,8.2272636e-05,11.903472,1.9
0253a611,Arnav Dara,10,B,2023-06,4473,4473,2,8.2272636e-05,7.0566506,1.1
0253a611,Lagan Bera,10,B,2023-07,8133,8133,3,8.2272636e-05,1.9906048,0.3
0253a611,Sahil Khare,10,B,2023-08,8844,8844,17,8.2272636e-05,7.0566506,1.1
0253a611,Anahita Sur,10,B,2023-09,6326,6326,23,8.2272636e-05,11.376242,1.8
0253a611,Shamik Iyengar,10,B,2023-10,5467,5090,35,0.99991775,45.84801,78.2
0253a611,Nitara Sagar,10,B,2023-11,8039,7060,50,0.99991775,45.786316,78.2
0253a611,Saksham Venkataraman,10,B,2023-12,8946,8946,4,8.2272636e-05,13.924941,2.3
0253a611,Mamooty Sunder,10,B,2024-01,13211,13211,6,8.2272636e-05,12.374451,2.0
0253a611,Shayak Dada,10,B,2024-02,8169,8169,4,8.2272636e-05,4.398556,0.7
0253a611,Mehul Dayal,10,B,2024-03,12559,12559,7,8.2272636e-05,5.4718523,0.8
0253a611,Samiha Bakshi,10,B,2024-04,10317,7364,44,0.99991775,40.105415,77.3
0253a611,Ishaan Gola,10,B,2024-05,14527,14527,15,8.2272636e-05,12.122159,2.0
0253a611,Dishani Ray,10,B,2024-06,5870,5870,24,8.2272636e-05,12.968127,2.1
0253a611,Riaan Chandran,10,B,2024-07,7747,7747,12,8.2272636e-05,11.441027,1.8
0253a611,Alisha Devi,10,B,2024-08,7968,7968,0,8.2272636e-05,11.031282,1.8
0253a611,Shaan Solanki,10,B,2024-09,4662,4662,1,8.2272636e-05,4.1228485,0.6
0253a611,Heer Anand,10,B,2024-10,12205,12205,13,8.2272636e-05,4.398556,0.7
0253a611,Aayush Ghosh,10,B,2024-11,5618,5618,22,8.2272636e-05,11.031282,1.8
0253a611,Ishita Shetty,10,B,2024-12,5490,5490,4,8.2272636e-05,11.062965,1.8
02dd68ed,Neysa Dhillon,10,A,2022-01,12197,9634,87,0.99991775,90.589,85.7
02dd68ed,Emir Seshadri,10,A,2022-02,5336,5336,13,8.2272636e-05,15.006017,2.4
02dd68ed,Hrishita Gokhale,10,A,2022-03,13177,7838,42,0.99991775,66.75924,81.7
02dd68ed,Divit Rao,10,A,2022-04,11593,10133,39,0.99991775,41.536686,77.5
02dd68ed,Mahika Devi,10,A,2022-05,7757,7757,15,8.2272636e-05,13.994976,2.3
02dd68ed,Ira Dhawan,10,A,2022-06,3660,3660,25,8.2272636e-05,13.320278,2.2
02dd68ed,Pari Karan,10,A,2022-07,4897,4897,4,8.2272636e-05,11.211328,1.8
02dd68ed,Samaira Kadakia,10,A,2022-08,6966,6966,24,8.2272636e-05,12.213596,2.0
02dd68ed,Vivaan Keer,10,A,2022-09,7980,7980,6,8.2272636e-05,9.675836,1.5
02dd68ed,Aarna Vyas,10,A,2022-10,12085,6069,37,0.99991775,38.577183,77.0
02dd68ed,Lagan Sani,10,A,2022-11,11647,11647,1,8.2272636e-05,11.3069935,1.8
02dd68ed,Zoya Dey,10,A,2022-12,10330,8791,31,0.99991775,44.711876,78.0
02dd68ed,Kanav Sangha,10,A,2023-01,8613,8613,2,8.2272636e-05,9.645368,1.5
02dd68ed,Yuvraj  Gade,10,A,2023-02,7889,4787,44,0.99991775,45.142582,78.1
02dd68ed,Vanya Chadha,10,A,2023-03,13929,13929,7,8.2272636e-05,12.239056,2.0
02dd68ed,Divij Sekhon,10,A,2023-04,12015,12015,22,8.2272636e-05,13.488666,2.2
02dd68ed,Shlok Suresh,10,A,2023-05,11660,11660,14,8.2272636e-05,11.176788,1.8
02dd68ed,Mehul Dewan,10,A,2023-06,5236,5236,9,8.2272636e-05,11.709241,1.9
02dd68ed,Khushi Bali,10,A,2023-07,9675,9675,21,8.2272636e-05,11.134587,1.8
02dd68ed,Saksham Sampath,10,A,2023-08,3755,2235,61,0.99991775,53.604263,79.5
02dd68ed,Riya Venkatesh,10,A,2023-09,13569,13569,0,8.2272636e-05,13.752073,2.2
02dd68ed,Aaryahi Issac,10,A,2023-10,9132,7091,52,0.99991775,63.725903,81.2
02dd68ed,Parinaaz Gupta,10,A,2023-11,5033,5033,19,8.2272636e-05,13.298818,2.2
02dd68ed,Anvi Bhatia,10,A,2023-12,3874,2115,34,0.99991775,55.499645,79.8
02dd68ed,Samaira Bhasin,10,A,2024-01,9071,9071,10,8.2272636e-05,12.91615,2.1
02dd68ed,Madhup Raman,10,A,2024-02,10397,10397,13,8.2272636e-05,12.142771,2.0
02dd68ed,Abram Sastry,10,A,2024-03,14323,11634,42,0.99991775,42.225803,77.6
02dd68ed,Rati Singh,10,A,2024-04,12923,12923,11,8.2272636e-05,13.293592,2.2
02dd68ed,Tara Handa,10,A,2024-05,3778,3778,16,8.2272636e-05,13.273751,2.2
02dd68ed,Samar Saha,10,A,2024-06,11313,11313,0,8.2272636e-05,7.2570868,1.1
02dd68ed,Jhanvi Bhattacharyya,10,A,2024-07,9033,9033,3,8.2272636e-05,6.3286324,1.0
02dd68ed,Seher Comar,10,A,2024-08,12248,12248,21,8.2272636e-05,7.7671494,1.2
02dd68ed,Amani Kanda,10,A,2024-09,12516,12516,26,8.2272636e-05,11.877683,1.9
02dd68ed,Nehmat Baria,10,A,2024-10,14592,14592,18,8.2272636e-05,13.293592,2.2
02dd68ed,Vidur Soni,10,A,2024-11,4062,4062,3,8.2272636e-05,11.486763,1.9
02dd68ed,Priyansh Bhakta,10,A,2024-12,7740,7740,12,8.2272636e-05,10.560507,1.7
02f1dc4a,Misha Dasgupta,11,D,2022-01,13036,7233,33,0.99991775,50.700306,79.0
02f1dc4a,Abram Sarna,11,D,2022-02,14536,14536,4,8.2272636e-05,12.049027,1.9
02f1dc4a,Priyansh Shere,11,D,2022-03,5272,5272,1,8.2272636e-05,11.240912,1.8
02f1dc4a,Pranay Tara,11,D,2022-04,6268,6268,20,8.2272636e-05,8.504752,1.4
02f1dc4a,Ehsaan Vyas,11,D,2022-05,4329,4329,2,8.2272636e-05,7.0992737,1.1
02f1dc4a,Pranay Dubey,11,D,2022-06,6040,6040,6,8.2272636e-05,9.197011,1.5
02f1dc4a,Gokul Kamdar,11,D,2022-07,4502,4502,0,8.2272636e-05,2.94165,0.4
02f1dc4a,Navya Chowdhury,11,D,2022-08,14767,14767,2,8.2272636e-05,2.94165,0.4
02f1dc4a,Zaina Banerjee,11,D,2022-09,4500,4500,2,8.2272636e-05,1.2851986,0.1
02f1dc4a,Armaan Dhingra,11,D,2022-10,3062,3062,0,8.2272636e-05,1.2851986,0.1
02f1dc4a,Ahana  Dey,11,D,2022-11,10093,10093,16,8.2272636e-05,6.1122413,0.9
02f1dc4a,Myra Thaman,11,D,2022-12,14232,14232,27,8.2272636e-05,11.248245,1.8
02f1dc4a,Renee Sawhney,11,D,2023-01,6818,6818,7,8.2272636e-05,11.439192,1.8
02f1dc4a,Raunak Bajwa,11,D,2023-02,6444,3366,31,0.99991775,41.934864,77.6
02f1dc4a,Jivin Srinivasan,11,D,2023-03,4301,4301,3,8.2272636e-05,10.526564,1.7
02f1dc4a,Saksham Wagle,11,D,2023-04,9338,9338,5,8.2272636e-05,11.016306,1.8
02f1dc4a,Madhup Bal,11,D,2023-05,8249,8249,2,8.2272636e-05,3.4337106,0.5
02f1dc4a,Bhavin Khanna,11,D,2023-06,13247,13247,14,8.2272636e-05,7.070842,1.1
02f1dc4a,Vedika Gokhale,11,D,2023-07,11672,11672,8,8.2272636e-05,7.8595695,1.2
02f1dc4a,Kabir Bawa,11,D,2023-08,6156,6156,14,8.2272636e-05,11.038136,1.8
02f1dc4a,Taran Kumar,11,D,2023-09,10799,10799,21,8.2272636e-05,11.385518,1.8
02f1dc4a,Nirvaan Kumar,11,D,2023-10,6232,6232,11,8.2272636e-05,11.560791,1.9
02f1dc4a,Dhanuk Gupta,11,D,2023-11,14603,14603,14,8.2272636e-05,11.560791,1.9
02f1dc4a,Vedika Bajaj,11,D,2023-12,11115,8585,41,0.99991775,43.048702,77.8
02f1dc4a,Ishaan Saxena,11,D,2024-01,6048,6048,5,8.2272636e-05,12.440076,2.0
02f1dc4a,Anvi Chopra,11,D,2024-02,10687,10687,6,8.2272636e-05,12.008258,1.9
02f1dc4a,Darshit Rajagopalan,11,D,2024-03,7719,7719,18,8.2272636e-05,9.205726,1.5
02f1dc4a,Seher Kara,11,D,2024-04,14985,14985,14,8.2272636e-05,11.380609,1.8
02f1dc4a,Heer Jhaveri,11,D,2024-05,14078,14078,2,8.2272636e-05,10.232935,1.6
02f1dc4a,Shalv Bhardwaj,11,D,2024-06,12696,12696,7,8.2272636e-05,7.144367,1.1
02f1dc4a,Advika Kale,11,D,2024-07,4003,4003,9,8.2272636e-05,6.1573343,1.0
02f1dc4a,Vivaan Lad,11,D,2024-08,10250,10250,8,8.2272636e-05,7.861993,1.2
02f1dc4a,Fateh Anand,11,D,2024-09,6029,6029,2,8.2272636e-05,6.1573343,1.0
02f1dc4a,Mamooty Kapur,11,D,2024-10,11316,5690,38,0.99991775,35.47856,76.5
02f1dc4a,Aayush Tak,11,D,2024-11,5881,5881,21,8.2272636e-05,12.449127,2.0
02f1dc4a,Navya Sampath,11,D,2024-12,6239,6239,9,8.2272636e-05,12.100873,2.0
03091376,Prerak Tripathi,6,E,2022-01,9058,9058,6,8.2272636e-05,5.9401855,0.9
03091376,Mamooty Handa,6,E,2022-02,10649,10649,0,8.2272636e-05,3.0357149,0.4
03091376,Farhan Rege,6,E,2022-03,14923,14923,2,8.2272636e-05,3.0060263,0.4
03091376,Suhana Banerjee,6,E,2022-04,9396,9396,0,8.2272636e-05,0.6454984,0.0
03091376,Kabir Konda,6,E,2022-05,14302,10779,68,0.99991775,45.85504,78.2
03091376,Khushi Cherian,6,E,2022-06,7400,7400,4,8.2272636e-05,12.913588,2.1
03091376,Mehul Dutt,6,E,2022-07,11181,7255,38,0.99991775,60.21612,80.6
03091376,Bhamini Mangat,6,E,2022-08,10430,7098,82,0.99991775,57.05581,80.1
03091376,Hridaan Sathe,6,E,2022-09,14667,14667,13,8.2272636e-05,13.647027,2.2
03091376,Armaan Doshi,6,E,2022-10,14805,14805,0,8.2272636e-05,14.005793,2.3
03091376,Vivaan Bahri,6,E,2022-11,7395,7395,1,8.2272636e-05,4.349857,0.7
03091376,Dhanuk Basak,6,E,2022-12,14825,14825,9,8.2272636e-05,3.4488564,0.5
03091376,Samaira Malhotra,6,E,2023-01,13415,13415,7,8.2272636e-05,5.4485183,0.8
03091376,Khushi Gill,6,E,2023-02,8496,8496,13,8.2272636e-05,9.185521,1.5
03091376,Siya Ganesh,6,E,2023-03,6266,6266,8,8.2272636e-05,9.185521,1.5
03091376,Tiya Ghosh,6,E,2023-04,8906,8328,40,0.99991775,40.9429,77.4
03091376,Rania Sanghvi,6,E,2023-05,10153,10153,11,8.2272636e-05,12.491592,2.0
03091376,Ojas Devan,6,E,2023-06,9073,9073,17,8.2272636e-05,12.317935,2.0
03091376,Priyansh Sha,6,E,2023-07,12245,8724,34,0.99991775,42.19616,77.6
03091376,Mamooty Kanda,6,E,2023-08,7437,7437,2,8.2272636e-05,12.056506,1.9
03091376,Gokul Aurora,6,E,2023-09,9439,9439,3,8.2272636e-05,11.068932,1.8
03091376,Samarth De,6,E,2023-10,9335,9335,1,8.2272636e-05,2.1254287,0.3
03091376,Prisha Agarwal,6,E,2023-11,14929,14929,2,8.2272636e-05,2.1254287,0.3
03091376,Abram Kalla,6,E,2023-12,12742,12742,10,8.2272636e-05,4.140685,0.6
03091376,Jayan Bhandari,6,E,2024-01,11237,11237,5,8.2272636e-05,5.515054,0.8
03091376,Indrajit Vig,6,E,2024-02,9263,9263,8,8.2272636e-05,7.396143,1.2
03091376,Seher Wali,6,E,2024-03,4041,2804,60,0.99991775,47.54927,78.5
03091376,Zaina Krishnan,6,E,2024-04,7593,7593,2,8.2272636e-05,12.701044,2.1
03091376,Indranil Krishnamurthy,6,E,2024-05,5072,5072,11,8.2272636e-05,12.838056,2.1
03091376,Vritika Bava,6,E,2024-06,4295,4295,1,8.2272636e-05,4.416393,0.7
03091376,Ira Madan,6,E,2024-07,5901,5901,5,8.2272636e-05,5.515054,0.8
03091376,Anaya Sant,6,E,2024-08,8623,8623,11,8.2272636e-05,5.515054,0.8
03091376,Nishith Dayal,6,E,2024-09,7678,5117,43,0.99991775,42.133713,77.6
03091376,Shlok Kunda,6,E,2024-10,11773,11773,7,8.2272636e-05,12.500644,2.0
03091376,Saksham Manne,6,E,2024-11,14431,14431,1,8.2272636e-05,11.800891,1.9
03091376,Nirvi Contractor,6,E,2024-12,3129,3129,7,8.2272636e-05,5.274613,0.8
0368c4ab,Ritvik Ahluwalia,9,A,2022-01,12675,12675,6,8.2272636e-05,6.0051136,0.9
0368c4ab,Lagan Dhingra,9,A,2022-02,9773,9773,11,8.2272636e-05,9.067556,1.4
0368c4ab,Vardaniya Sangha,9,A,2022-03,6908,6908,3,8.2272636e-05,6.315634,1.0
0368c4ab,Misha Chaudhari,9,A,2022-04,13172,13172,7,8.2272636e-05,7.385524,1.2
0368c4ab,Kashvi Dixit,9,A,2022-05,6992,6992,9,8.2272636e-05,6.0051136,0.9
0368c4ab,Reyansh Bath,9,A,2022-06,11977,11977,1,8.2272636e-05,5.2121983,0.8
0368c4ab,Anahi Majumdar,9,A,2022-07,5605,5605,15,8.2272636e-05,9.067556,1.4
0368c4ab,Kiaan Dey,9,A,2022-08,10903,7334,38,0.99991775,40.070496,77.3
0368c4ab,Indrajit Balan,9,A,2022-09,8582,8582,2,8.2272636e-05,12.232939,2.0
0368c4ab,Fateh Contractor,9,A,2022-10,6411,6411,16,8.2272636e-05,12.240077,2.0
0368c4ab,Tiya Dixit,9,A,2022-11,14371,14371,19,8.2272636e-05,11.074476,1.8
0368c4ab,Lakshay Yohannan,9,A,2022-12,12682,12682,9,8.2272636e-05,11.383895,1.8
0368c4ab,Siya Tiwari,9,A,2023-01,10063,10063,21,8.2272636e-05,12.035001,1.9
0368c4ab,Drishya Contractor,9,A,2023-02,10132,10132,9,8.2272636e-05,11.0526085,1.8
0368c4ab,Divyansh Chadha,9,A,2023-03,12293,12293,12,8.2272636e-05,11.368308,1.8
0368c4ab,Jivika Subramaniam,9,A,2023-04,8606,8606,0,8.2272636e-05,7.3863735,1.2
0368c4ab,Pranay Garde,9,A,2023-05,11921,11921,21,8.2272636e-05,10.533522,1.7
0368c4ab,Gokul Saha,9,A,2023-06,14372,14372,19,8.2272636e-05,10.562866,1.7
0368c4ab,Lagan Thakkar,9,A,2023-07,6869,6869,0,8.2272636e-05,10.562866,1.7
0368c4ab,Shanaya Doctor,9,A,2023-08,5835,5835,8,8.2272636e-05,9.11879,1.5
0368c4ab,Dhruv Khurana,9,A,2023-09,13856,11103,69,0.99991775,47.812218,78.6
0368c4ab,Taimur Sani,9,A,2023-10,14663,14663,9,8.2272636e-05,13.411315,2.2
0368c4ab,Miraan Krish,9,A,2023-11,12407,12407,12,8.2272636e-05,14.235424,2.3
0368c4ab,Alisha Bhattacharyya,9,A,2023-12,10972,6050,43,0.99991775,41.381382,77.5
0368c4ab,Rhea Dalal,9,A,2024-01,12766,12766,22,8.2272636e-05,13.330337,2.2
0368c4ab,Madhav Mahajan,9,A,2024-02,10584,10584,15,8.2272636e-05,13.330337,2.2
0368c4ab,Ela Dube,9,A,2024-03,8330,8330,28,8.2272636e-05,12.58392,2.0
0368c4ab,Hrishita Goswami,9,A,2024-04,12094,6578,35,0.99991775,45.54785,78.2
0368c4ab,Tanya Ghosh,9,A,2024-05,10294,10294,10,8.2272636e-05,13.084199,2.1
0368c4ab,Pari Lad,9,A,2024-06,5886,5886,11,8.2272636e-05,12.210301,2.0
0368c4ab,Amani Boase,9,A,2024-07,8046,8046,8,8.2272636e-05,9.485653,1.5
0368c4ab,Manikya Bakshi,9,A,2024-08,9648,5126,61,0.99991775,47.82868,78.6
0368c4ab,Khushi Thaman,9,A,2024-09,4781,4781,21,8.2272636e-05,15.117596,2.5
0368c4ab,Shalv Vasa,9,A,2024-10,14231,14231,1,8.2272636e-05,13.759708,2.2
0368c4ab,Diya Gandhi,9,A,2024-11,12771,10818,35,0.99991775,39.359104,77.1
0368c4ab,Taran Bhat,9,A,2024-12,9208,9208,11,8.2272636e-05,11.241724,1.8
039fc433,Ira Luthra,7,A,2022-01,8793,8793,7,8.2272636e-05,7.400382,1.2
039fc433,Sumer Sibal,7,A,2022-02,13580,13580,6,8.2272636e-05,5.9777584,0.9
039fc433,Zeeshan Vala,7,A,2022-03,5292,4967,37,0.99991775,38.39652,77.0
039fc433,Krish Buch,7,A,2022-04,7492,7492,28,8.2272636e-05,17.088968,2.8
039fc433,Hansh Mandal,7,A,2022-05,3319,3319,13,8.2272636e-05,17.175016,2.8
039fc433,Ivan Grewal,7,A,2022-06,14539,14539,2,8.2272636e-05,12.690098,2.1
039fc433,Madhup Sur,7,A,2022-07,6313,6313,4,8.2272636e-05,5.9777584,0.9
039fc433,Eshani Hayre,7,A,2022-08,6417,6417,19,8.2272636e-05,9.109769,1.5
039fc433,Dhanush Rau,7,A,2022-09,13847,13847,8,8.2272636e-05,11.250349,1.8
039fc433,Aradhya Setty,7,A,2022-10,14741,9068,32,0.99991775,41.91695,77.6
039fc433,Yakshit Doctor,7,A,2022-11,9119,4656,53,0.99991775,48.624954,78.7
039fc433,Jayesh Sunder,7,A,2022-12,10004,10004,29,8.2272636e-05,13.798888,2.2
039fc433,Drishya Bahri,7,A,2023-01,9265,9265,8,8.2272636e-05,14.198278,2.3
039fc433,Aaryahi Wable,7,A,2023-02,8336,8336,27,8.2272636e-05,11.90662,1.9
039fc433,Tushar Sarkar,7,A,2023-03,12143,12143,7,8.2272636e-05,11.405073,1.8
039fc433,Aaryahi Barad,7,A,2023-04,12174,12174,3,8.2272636e-05,11.057691,1.8
039fc433,Tejas Ramanathan,7,A,2023-05,6267,6267,0,8.2272636e-05,3.5285046,0.5
039fc433,Krish Gupta,7,A,2023-06,6522,6522,8,8.2272636e-05,3.5285046,0.5
039fc433,Adira Gulati,7,A,2023-07,13118,9527,42,0.99991775,39.13222,77.1
039fc433,Baiju Dey,7,A,2023-08,7488,7488,4,8.2272636e-05,12.082152,2.0
039fc433,Sumer Varghese,7,A,2023-09,4750,4750,4,8.2272636e-05,11.694272,1.9
039fc433,Vardaniya Sandhu,7,A,2023-10,4219,2571,63,0.99991775,45.586807,78.2
039fc433,Mehul Gole,7,A,2023-11,8332,8332,0,8.2272636e-05,12.554856,2.0
039fc433,Ira Thaker,7,A,2023-12,14843,14843,27,8.2272636e-05,14.325075,2.3
039fc433,Jayan Bir,7,A,2024-01,10859,10859,6,8.2272636e-05,10.557098,1.7
039fc433,Prisha Virk,7,A,2024-02,14817,14817,0,8.2272636e-05,10.557098,1.7
039fc433,Shayak Seshadri,7,A,2024-03,12714,9045,44,0.99991775,38.767113,77.0
039fc433,Anahi Khurana,7,A,2024-04,3753,3753,2,8.2272636e-05,11.548468,1.9
039fc433,Inaaya  Banik,7,A,2024-05,13803,13803,14,8.2272636e-05,12.808621,2.1
